UID          PID    PPID  C STIME TTY          TIME CMD
karim       5599    5431  0 15:42 ?        00:00:37 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=5453 --enable-crash-reporter=077f1e75-f72f-4f37-9979-8737a2266397,no_channel --user-data-dir=/home/karim/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3811836436271889863,3134600982729652729,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
karim       5600    5431  0 15:42 ?        00:00:04 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=5453 --enable-crash-reporter=077f1e75-f72f-4f37-9979-8737a2266397,no_channel --user-data-dir=/home/karim/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3811836436271889863,3134600982729652729,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
karim       5633    5431  0 15:42 ?        00:01:08 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --js-flags=--nodecommit_pooled_pages --crashpad-handler-pid=5453 --enable-crash-reporter=077f1e75-f72f-4f37-9979-8737a2266397,no_channel --user-data-dir=/home/karim/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3811836436271889863,3134600982729652729,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
karim       5723    5633  0 15:42 ?        00:00:00 /snap/code/234/usr/share/code/code /home/karim/.vscode/extensions/mongodb.mongodb-vscode-1.16.0/dist/languageServer.js --node-ipc --clientProcessId=5633
karim       5833    5633  0 15:42 ?        00:01:05 /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/jre/21.0.10-linux-x86_64.tar/bin/java -Dsonarlint.monitoring.enabled=true -jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/server/sonarlint-ls.jar -stdio -analyzers /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonargo.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonarjava.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonarjavasymbolicexecution.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonarjs.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonarphp.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonarpython.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonarhtml.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonarxml.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonartext.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonariac.jar /home/karim/.vscode/extensions/sonarsource.sonarlint-vscode-5.1.0-linux-x64/analyzers/sonarlintomnisharp.jar /home/karim/.vscode/extensions/sonarsource.sonarlint_ondemand-analyzers/sonar-cfamily-plugin/6.80.0.98490/sonarcfamily.jar
karim       5912    5633  0 15:42 ?        00:00:00 /snap/code/234/usr/share/code/code /snap/code/234/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=5633
karim       7009    5633  0 15:43 ?        00:00:04 /home/karim/go/bin/gopls
karim       7021    7009  0 15:43 ?        00:00:00 /home/karim/go/bin/gopls ** telemetry **
root        9670       2  0 15:44 ?        00:00:00 [psimon]
karim      10605    5002  0 15:46 ?        00:00:02 /snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=e7070036-f155-4b2d-ad00-c34486c8cff3,no_channel --user-data-dir=/home/karim/snap/whatsapp-desktop-linux/1/.config/whatsapp-desktop-linux --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1408727800664161643,2259652106471468949,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
root       22358       1  0 16:18 ?        00:00:00 /usr/libexec/fwupd/fwupd
root       25257       2  0 16:26 ?        00:00:00 [kworker/2:1-mm_percpu_wq]
root       25819       2  0 16:27 ?        00:00:00 [kworker/u48:2-flush-8:0]
karim      28166    3170  0 16:34 ?        00:00:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root       33151       2  0 16:46 ?        00:00:02 [kworker/u48:1-flush-259:0]
root       33936       2  0 16:48 ?        00:00:00 [kworker/0:0-events]
root       35368       2  0 16:52 ?        00:00:01 [kworker/u48:4-events_power_efficient]
root       36562       2  0 16:55 ?        00:00:00 [kworker/6:1-i915-unordered]
root       37023       2  0 16:57 ?        00:00:00 [kworker/11:0-mm_percpu_wq]
root       38302       2  0 17:00 ?        00:00:00 [kworker/1:0-cgroup_free]
root       39593       2  0 17:03 ?        00:00:00 [kworker/9:1-cgroup_free]
root       39724       2  0 17:03 ?        00:00:01 [kworker/u48:0-events_unbound]
root       40467       2  0 17:04 ?        00:00:00 [kworker/1:3-mm_percpu_wq]
root       43518       2  0 17:10 ?        00:00:00 [kworker/7:0-i915-unordered]
karim      43984    5633  0 17:11 ?        00:00:01 /home/karim/.vscode/extensions/ms-vscode.cpptools-1.31.4-linux-x64/bin/cpptools
karim      44369    2699  0 17:12 ?        00:00:00 /home/karim/.vscode/extensions/ms-vscode.cpptools-1.31.4-linux-x64/bin/cpptools-srv 43984 {B5CE5278-3C0A-41A2-9C56-72436A2DA5D1}
karim      46310    2699  1 17:17 ?        00:00:16 /usr/share/antigravity/antigravity .
karim      46320   46310  0 17:17 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
karim      46321   46310  0 17:17 ?        00:00:00 /usr/share/antigravity/chrome-sandbox /usr/share/antigravity/antigravity --type=zygote
karim      46322   46321  0 17:17 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
karim      46324   46322  0 17:17 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
karim      46339    2699  0 17:17 ?        00:00:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/karim/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.107.0 --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.2.3 --initial-client-fd=48 --shared-client-connection
karim      46351   46320  2 17:17 ?        00:00:25 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
karim      46363   46310  0 17:17 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=46339 --enable-crash-reporter=64c3cc4a-e4b2-4d7a-b0ad-a0238a9dd24e,no_channel --user-data-dir=/home/karim/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1977644574839589688,11367952308768258111,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
karim      46407   46324 12 17:17 ?        00:02:27 /usr/share/antigravity/antigravity --type=zygote
karim      46419   46324  0 17:17 ?        00:00:01 /usr/share/antigravity/antigravity --type=zygote
karim      46463   46310  0 17:17 ?        00:00:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=46339 --enable-crash-reporter=64c3cc4a-e4b2-4d7a-b0ad-a0238a9dd24e,no_channel --user-data-dir=/home/karim/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1977644574839589688,11367952308768258111,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
karim      46464   46310  0 17:17 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=46339 --enable-crash-reporter=64c3cc4a-e4b2-4d7a-b0ad-a0238a9dd24e,no_channel --user-data-dir=/home/karim/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1977644574839589688,11367952308768258111,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
karim      46493   46310  1 17:17 ?        00:00:13 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=46339 --enable-crash-reporter=64c3cc4a-e4b2-4d7a-b0ad-a0238a9dd24e,no_channel --user-data-dir=/home/karim/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1977644574839589688,11367952308768258111,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
karim      46684   46310  0 17:17 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=46339 --enable-crash-reporter=64c3cc4a-e4b2-4d7a-b0ad-a0238a9dd24e,no_channel --user-data-dir=/home/karim/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1977644574839589688,11367952308768258111,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
karim      46738   46493  4 17:17 ?        00:00:46 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --csrf_token a02203dc-ad8c-4837-9db0-c369f52b8663 --extension_server_port 39099 --extension_server_csrf_token 8710a0bd-ef5e-402c-b032-514de3222b9f --random_port --workspace_id file_media_karim_New_20Volume1_go_ebpf --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_2dae0178f1718222
karim      46763   46310  0 17:17 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=46339 --enable-crash-reporter=64c3cc4a-e4b2-4d7a-b0ad-a0238a9dd24e,no_channel --user-data-dir=/home/karim/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1977644574839589688,11367952308768258111,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
root       46998       2  0 17:17 ?        00:00:00 [kworker/9:0-i915-unordered]
root       47021       2  0 17:17 ?        00:00:02 [kworker/7:2-i915-unordered]
karim      47609   46493  0 17:19 ?        00:00:01 /home/karim/go/bin/gopls
karim      47622   47609  0 17:19 ?        00:00:00 /home/karim/go/bin/gopls ** telemetry **
karim      47895   46493  0 17:19 ?        00:00:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=46493
root       47937       2  0 17:19 ?        00:00:00 [kworker/11:2-events]
root       48326       2  0 17:19 ?        00:00:00 [kworker/u49:3-rb_allocator]
karim      48339    5068  0 17:19 ?        00:00:02 /snap/whatsapp-desktop-linux/1/whatsapp-desktop-linux --type=renderer --enable-crash-reporter=e7070036-f155-4b2d-ad00-c34486c8cff3,no_channel --user-data-dir=/home/karim/snap/whatsapp-desktop-linux/1/.config/whatsapp-desktop-linux --app-path=/snap/whatsapp-desktop-linux/1/resources/app.asar --no-sandbox --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1776433135952850 --launch-time-ticks=6050972084 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1408727800664161643,2259652106471468949,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
root       48430       2  0 17:20 ?        00:00:00 [kworker/4:2-events]
root       49143       2  0 17:20 ?        00:00:00 [kworker/8:1-i915-unordered]
root       49371       2  0 17:20 ?        00:00:00 [kworker/6:0-cgroup_free]
karim      49664    5276  0 17:20 pts/2    00:00:00 zsh
root       49831       2  0 17:21 ?        00:00:00 [kworker/5:0-events]
root       50461       2  0 17:21 ?        00:00:00 [kworker/3:1-events]
root       50858       2  0 17:22 ?        00:00:00 [kworker/10:0-cgroup_release]
root       51268       2  0 17:22 ?        00:00:00 [kworker/0:1]
root       52555       2  0 17:25 ?        00:00:00 [kworker/u49:0+i915_flip]
karim      52656    3170  1 17:26 ?        00:00:11 /opt/google/chrome/chrome
karim      52663   52656  0 17:26 ?        00:00:00 cat
karim      52664   52656  0 17:26 ?        00:00:00 cat
karim      52666    2699  0 17:26 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/karim/.config/google-chrome/Crash Reports --metrics-dir=/home/karim/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=146.0.7680.80 --initial-client-fd=5 --shared-client-connection
karim      52668    2699  0 17:26 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/karim/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=146.0.7680.80 --initial-client-fd=4 --shared-client-connection
karim      52674   52656  0 17:26 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --change-stack-guard-on-fork=enable
karim      52675   52656  0 17:26 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --change-stack-guard-on-fork=enable
karim      52677   52675  0 17:26 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --change-stack-guard-on-fork=enable
karim      52702   52674  2 17:26 ?        00:00:16 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=x11 --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=disabled --shared-files --metrics-shmem-handle=4,i,6466243953763657289,10735733444438039854,262144 --field-trial-handle=3,i,684137625067971889,11955677493684367017,262144 --variations-seed-version=20260417-010916.149000-production --pseudonymization-salt-handle=7,i,3244889725516243295,15415505653194301500,4 --trace-process-track-uuid=3190708988185955192
karim      52704   52656  0 17:26 ?        00:00:03 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4700423967008235132,13712572341820544151,524288 --field-trial-handle=3,i,684137625067971889,11955677493684367017,262144 --variations-seed-version=20260417-010916.149000-production --pseudonymization-salt-handle=7,i,3244889725516243295,15415505653194301500,4 --trace-process-track-uuid=3190708989122997041
karim      52716   52677  0 17:26 ?        00:00:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2696420131463392238,1705685422670478926,524288 --field-trial-handle=3,i,684137625067971889,11955677493684367017,262144 --variations-seed-version=20260417-010916.149000-production --pseudonymization-salt-handle=7,i,3244889725516243295,15415505653194301500,4 --trace-process-track-uuid=3190708990060038890
karim      52765   52677  0 17:26 ?        00:00:05 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --disable-gpu-compositing --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1776433135952851 --launch-time-ticks=6425577239 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9441955609317876227,12849722373681574435,2097152 --field-trial-handle=3,i,684137625067971889,11955677493684367017,262144 --variations-seed-version=20260417-010916.149000-production --pseudonymization-salt-handle=7,i,3244889725516243295,15415505653194301500,4 --trace-process-track-uuid=3190708993808206286
karim      52774   52677  0 17:26 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --disable-gpu-compositing --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1776433135952851 --launch-time-ticks=6425581202 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4811470986872667331,12247506273514523977,2097152 --field-trial-handle=3,i,684137625067971889,11955677493684367017,262144 --variations-seed-version=20260417-010916.149000-production --pseudonymization-salt-handle=7,i,3244889725516243295,15415505653194301500,4 --trace-process-track-uuid=3190708994745248135
karim      52847   52677  0 17:26 ?        00:00:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=proxy_resolver.mojom.ProxyResolverFactory --lang=en-US --service-sandbox-type=service --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11655232854648329838,15529924270826413206,524288 --field-trial-handle=3,i,684137625067971889,11955677493684367017,262144 --variations-seed-version=20260417-010916.149000-production --pseudonymization-salt-handle=7,i,3244889725516243295,15415505653194301500,4 --trace-process-track-uuid=3190708996619331833
karim      52927   52677 10 17:26 ?        00:01:06 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --change-stack-guard-on-fork=enable --ozone-platform=x11 --disable-gpu-compositing --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1776433135952851 --launch-time-ticks=6426695979 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15507715512491843623,16258987421530925034,2097152 --field-trial-handle=3,i,684137625067971889,11955677493684367017,262144 --variations-seed-version=20260417-010916.149000-production --pseudonymization-salt-handle=7,i,3244889725516243295,15415505653194301500,4 --trace-process-track-uuid=3190709000367499229
root       53285       2  0 17:26 ?        00:00:00 [kworker/5:1-events]
root       54091       2  0 17:28 ?        00:00:00 [kworker/10:1-mm_percpu_wq]
root       54425       2  0 17:29 ?        00:00:00 [kworker/8:0-events]
root       54655       2  0 17:30 ?        00:00:00 [kworker/3:0-mm_percpu_wq]
root       54929       2  0 17:30 ?        00:00:00 [kworker/2:2]
root       55317       2  0 17:31 ?        00:00:00 [kworker/u49:1-i915_flip]
root       55330       2  0 17:32 ?        00:00:00 [kworker/0:2]
root       55364       2  0 17:32 ?        00:00:00 [kworker/5:2]
root       55688       2  0 17:32 ?        00:00:00 [kworker/6:2-events]
root       55722       2  0 17:32 ?        00:00:00 [kworker/7:1-i915-unordered]
root       55723       2  0 17:32 ?        00:00:00 [kworker/6:3]
root       55724       2  0 17:32 ?        00:00:00 [kworker/6:4]
root       55827       2  0 17:32 ?        00:00:00 [kworker/u48:3-kvfree_rcu_reclaim]
root       56796       2  0 17:33 ?        00:00:00 [kworker/10:2]
root       57172       2  0 17:34 ?        00:00:00 [kworker/u48:5-kvfree_rcu_reclaim]
root       57524       2  0 17:35 ?        00:00:00 [kworker/3:2-mm_percpu_wq]
karim      57666   52677  0 17:36 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --disable-gpu-compositing --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=35 --time-ticks-at-unix-epoch=-1776433135952851 --launch-time-ticks=7035569956 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,773989014662511105,4103049623811393922,2097152 --field-trial-handle=3,i,684137625067971889,11955677493684367017,262144 --variations-seed-version=20260417-010916.149000-production --pseudonymization-salt-handle=7,i,3244889725516243295,15415505653194301500,4 --trace-process-track-uuid=3190709019108336209
karim      57677   52677  0 17:36 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=52666 --enable-crash-reporter=06f6800a-f679-4142-93c5-038667275b55, --change-stack-guard-on-fork=enable --ozone-platform=x11 --disable-gpu-compositing --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=36 --time-ticks-at-unix-epoch=-1776433135952851 --launch-time-ticks=7035604613 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12224974870873647712,632700751833417719,2097152 --field-trial-handle=3,i,684137625067971889,11955677493684367017,262144 --variations-seed-version=20260417-010916.149000-production --pseudonymization-salt-handle=7,i,3244889725516243295,15415505653194301500,4 --trace-process-track-uuid=3190709020045378058
root       57735    5287  0 17:36 pts/0    00:00:00 sudo ./observer
root       57736   57735  0 17:36 pts/1    00:00:00 sudo ./observer
root       57737   57736  0 17:36 pts/1    00:00:00 ./observer
karim      57744    3590  0 17:36 ?        00:00:00 /usr/libexec/tracker-extract-3 --socket-fd 3
karim      57775   49664 99 17:36 pts/2    00:00:00 ps -ef
